,crew,id
13846,['Warwick Thornton'],47075
13847,['Eric Steven Stahl'],41385
13848,['Robert Parrish'],25728
13849,['Otto Preminger'],20301
13850,['Karen Disher'],24232
13851,['Jan Fethke'],242737
13852,['Per Åhlin'],50201
13853,['John Cassavetes'],52109
13854,['Matti Kassila'],251657
13855,['Jeff Broadstreet'],24927
13856,['John Edginton'],183871
13857,['Jamie Meltzer'],156063
13858,['Nick Cassavetes'],10024
13859,['Sabbir Khan'],10788
13860,['Stacy Title'],15423
13861,['Hoite C. Caston'],33321
13862,['Rajiv Menon'],69426
13863,['Andy Orjuela'],16226
13864,['Roy Del Ruth'],42659
13865,['Mike Smith'],16440
13866,[],37021
13867,['Lewis Seiler'],62186
13868,['Robert N. Bradbury'],22612
13869,['Marc Webb'],19913
13870,['Abbas Kiarostami'],47104
13871,['Kátia Lund'],17359
13872,['John M. Stahl'],47920
13873,['Frank Borzage'],82474
13874,['Vincente Minnelli'],45184
13875,['Larry Charles'],18480
13876,['Jeff Sherman'],64831
13877,['Constantine Nasr'],266814
13878,['Don Siegel'],4931
13879,['James Merendino'],301233
13880,['Ivo Caprino'],18901
13881,['Jonathan Frakes'],14728
13882,['Fyodor Bondarchuk'],16911
13883,['Jan Cvitkovič'],70648
13884,['Gerald McMorrow'],8884
13885,['Perry Lang'],38940
13886,['Sam Dunn'],19105
13887,['Marianna Palka'],14758
13888,['David Yates'],767
13889,['Alain Resnais'],59847
13890,['Alain Resnais'],60623
13891,['Roger Young'],14687
13892,['Stevan Riley'],351862
13893,['Jean-Marie Poiré'],10353
13894,['Alan G. Parker'],49360
13895,['Mike Robe'],245367
13896,['Hans Horn'],9592
13897,['Steven E. de Souza'],68572
13898,['Sidney Lumet'],84278
13899,['Luchino Visconti'],43195
13900,['Stephen Boyum'],23964
13901,['Marc Munden'],14531
13902,['Raoul Walsh'],76465
13903,['Jim Henson'],51302
13904,['Vittorio De Sica'],76452
13905,['Yann Samuell'],14197
13906,['John Ireland'],20174
13907,['Ng See-Yuen'],48773
13908,[],60008
13909,['Terry Gilliam'],8054
13910,['Jens Hoffmann'],19929
13911,['Su Friedrich'],123777
13912,['Jacques Tourneur'],18696
13913,['Luchino Visconti'],3478
13914,['Isidro Ortiz'],30713
13915,['Matti Ijäs'],54759
13916,['Eric Mandelbaum'],30121
13917,['Olivier Assayas'],64901
13918,['Lynn Shelton'],23720
13919,['David McKay'],14843
13920,['Kiyoshi Kurosawa'],8937
13921,['Björne Larson'],9974
13922,['Denis Villeneuve'],22302
13923,['Jared Drake'],20382
13924,['Roy Ward Baker'],53868
13925,['Adam Rifkin'],69342
13926,['Michelle Manning'],83078
13927,['Sebastian Gutierrez'],37516
13928,['Charles Winkler'],19727
13929,['Hall Bartlett'],56150
13930,['Stephen Frears'],22215
13931,['Michael McGowan'],18635
13932,['George McCowan'],4983
13933,['Harry L. Fraser'],53830
13934,['Lance Bangs'],38971
13935,['Jean-Jacques Beineix'],49691
13936,['Maurice Pialat'],39415
13937,['John Hindman'],20407
13938,['Tim Whelan'],22408
13939,['Carl Pierson'],23286
13940,[],69166
13941,['Max Linder'],97995
13942,['Busby Berkeley'],67967
13943,['Jaume Collet-Serra'],21208
13944,['Robert Markowitz'],131351
13945,['Rowan Woods'],16056
13946,['Robert N. Bradbury'],53781
13947,['Robert Luketic'],20943
13948,['Edgar Reitz'],67463
13949,['Elia Kazan'],82311
13950,['Yariv Mozer'],204996
13951,['Mike Leigh'],47870
13952,['Stuart Heisler'],104083
13953,['Marcus Dunstan'],21407
13954,['David Twohy'],12403
13955,['Christian-Jaque'],62547
13956,['Craig Singer'],15422
13957,['Robby Henson'],14833
13958,['Scott Caan'],41183
13959,['Richard Dale'],44578
13960,['John Schultz'],20856
13961,['Neill Blomkamp'],17654
13962,['Nora Ephron'],24803
13963,['Agnès Varda'],38879
13964,['Steve Shill'],17335
13965,['Andy Fickman'],13836
13966,['Borja Cobeaga'],20071
13967,['Richard Berry'],13730
13968,['Laetitia Colombani'],15438
13969,['Peter Chelsom'],18126
13970,['Stephen Sommers'],14869
13971,['Martin Provost'],14415
13972,['Sophie Barthes'],30250
13973,['Bertrand Tavernier'],121895
13974,['Renny Harlin'],17134
13975,['Lee Harry'],50719
13976,['Hou Hsiao-hsien'],105703
13977,['Hou Hsiao-hsien'],176650
13978,['Philippe Falardeau'],17199
13979,['John Farrow'],20153
13980,['Jonathan Liebesman'],20777
13981,['Martha Coolidge'],54982
13982,['Hou Hsiao-hsien'],92989
13983,['Hou Hsiao-hsien'],45999
13984,['Susanne Bier'],18908
13985,['Stephen Frears'],31067
13986,['Francesca Joseph'],39286
13987,['Joachim Rønning'],13752
13988,['Ralph Ziman'],22600
13989,['Werner Herzog'],99657
13990,['Robert N. Bradbury'],40797
13991,['Mack V. Wright'],40743
13992,['Tommy Wirkola'],17285
13993,['Charles Martin Smith'],12407
13994,['Bradley Beesley'],97252
13995,['Jake Kennedy'],18440
13996,['Harry L. Fraser'],22602
13997,['Robert N. Bradbury'],40799
13998,['Ruud van Hemert'],40071
13999,['Dan Zeff'],19422
14000,['Tony Gatlif'],31670
14001,['Robert N. Bradbury'],38107
14002,['Hideaki Anno'],15137
14003,['Yoshiaki Iwasaki'],37047
14004,['Ariane Mnouchkine'],66949
14005,['Mikio Naruse'],77285
14006,['Hiroshi Shimizu'],64728
14007,['Gil Cates Jr.'],11115
14008,['Ken Olin'],22795
14009,['James Cotten'],21878
14010,['Robert Allan Ackerman'],18585
14011,['Neal Brennan'],19905
14012,['Max Mayer'],22051
14013,['Krisztina Goda'],25902
14014,['R. W. Goodwin'],16634
14015,['Yves Simoneau'],58421
14016,['Jon Purdy'],56264
14017,['Paul Mazursky'],31913
14018,['Matt Aselton'],14940
14019,['Robert Schwentke'],24420
14020,['John Gulager'],13797
14021,['Florian Schwarz'],12605
14022,['Nicolai Albrecht'],128856
14023,['Stephen Gyllenhaal'],145066
14024,['Shamim Sarif'],31216
14025,['Zach Cregger'],19556
14026,['Todd Graff'],23367
14027,['Hou Hsiao-hsien'],49982
14028,['Kevin Rafferty'],45852
14029,['Jake Clennell'],24999
14030,['Tyler Perry'],16710
14031,['Chris Columbus'],19840
14032,['Jean-Pierre Melville'],25047
14033,['Leesong Hee-il'],33199
14034,['Toshio Lee'],22025
14035,['Hou Hsiao-hsien'],99599
14036,['Nicholas Jasenovec'],25183
14037,['John Sturges'],19170
14038,['Mickey Liddell'],14745
14039,['Hoyt Yeatman'],19585
14040,['John Glen'],41682
14041,['Dito Montiel'],17336
14042,['Francis Ford Coppola'],11928
14043,['Richard Sale'],98289
14044,['Hou Hsiao-hsien'],99600
14045,['Anthony Mann'],18281
14046,['Atom Egoyan'],8895
14047,['Nicolas Winding Refn'],18533
14048,['Alejandro Chomski'],30319
14049,['Oliver Parker'],18820
14050,['Nina Gilden Seavey'],85097
14051,['Robert Townsend'],164741
14052,['Russell P. Marleau'],12839
14053,['Gil Junger'],15775
14054,['Luis Buñuel'],44655
14055,['Richard Thorpe'],43384
14056,['John G. Blystone'],46351
14057,['J.P. McGowan'],38662
14058,['Gábor Csupó'],18032
14059,['Leni Riefenstahl'],677
14060,['Leni Riefenstahl'],685
14061,['Jon Cassar'],92011
14062,[],154430
14063,['Jon Fauer'],49835
14064,['Tim Iacofano'],18759
14065,['Lance Hendrickson'],106028
14066,['Sam Miller'],87683
14067,['Erich von Stroheim'],42638
14068,['Michele Lupo'],18568
14069,['Ralph Hemecker'],33314
14070,['Mike Robe'],21657
14071,['Luc Dardenne'],8899
14072,['Jean-Pierre Melville'],20778
14073,['Davis Guggenheim'],22492
14074,['Kit Ryan'],17153
14075,['Peter Ettinger'],21236
14076,['Peter Markle'],35059
14077,['Jean Renoir'],43878
14078,['Fritz Lang'],29967
14079,['John Ford'],68692
14080,['Eric Bross'],15641
14081,['Joseph Ruben'],21955
14082,['Martha Coolidge'],43303
14083,['Vicky Jenson'],25704
14084,['Ramin Bahrani'],21371
14085,['Byron Haskin'],23115
14086,['Riccardo Donna'],41427
14087,['Robert Markowitz'],184781
14088,['Aki Kaurismäki'],36108
14089,['Donald Petrie'],23049
14090,['Claudio Fragasso'],26914
14091,['Patrick Keiller'],121655
14092,['Christophe Barratier'],15457
14093,['George Pollock'],758
14094,['Don Hardy Jr.'],43734
14095,['George LaVoo'],41496
14096,['Vicente Amorim'],12410
14097,['Éric Rohmer'],45458
14098,['Éric Rohmer'],64544
14099,['Ang Lee'],26320
14100,['Tim Fywell'],41127
14101,['Cher'],35203
14102,['Aleksey Balabanov'],34869
14103,['Rob Zombie'],24150
14104,['Ernie Barbarash'],65990
14105,['Billy Wilder'],60216
14106,['Henry Hathaway'],21336
14107,['Nicolas Roeg'],35044
14108,['Éric Rohmer'],2861
14109,['Erik Gandini'],23451
14110,['Juan José Campanella'],25376
14111,['Jon Else'],59314
14112,['Shane Acker'],12244
14113,['Susanna Nicchiarelli'],58450
14114,['Gerald Thomas'],5060
14115,['Jesse V. Johnson'],15809
14116,['Ray McKinnon'],29914
14117,['Jean-Luc Godard'],52710
14118,['Armand Schaefer'],140887
14119,['Tay Garnett'],40979
14120,['Gareth Carrivick'],22494
14121,['Michael Haneke'],37903
14122,['Arto Koskinen'],227370
14123,['Alfonso Albacete'],17899
14124,['Fernando González Molina'],18120
14125,['Julie Shaw'],106006
14126,['Lauren Montgomery'],17445
14127,"[""Geoffrey O'Connor""]",63581
14128,['Tibor Takács'],23736
14129,['Christian Alvart'],19898
14130,['Simon Brand'],20171
14131,['Juanma Bajo Ulloa'],21700
14132,['Henry Hathaway'],57412
14133,['Juan Antonio Bardem'],72083
14134,['Annabel Jankel'],17046
14135,['Tony Mitchell'],6309
14136,['Grant Heslov'],10313
14137,['Gábor Csupó'],20715
14138,['Chris Bouchard'],17632
14139,['Luis García Berlanga'],31936
14140,['Monte Hellman'],40954
14141,['Jean-Luc Godard'],8071
14142,['Kenji Mizoguchi'],43255
14143,['Paolo Taviani'],42225
14144,['Theo Angelopoulos'],689
14145,['Matt Tyrnauer'],22774
14146,['Charlie Chaplin'],53430
14147,['René Clair'],32317
14148,['Tomás Gutiérrez Alea'],47576
14149,['Hank Braxtan'],2979
14150,['Robert Hall'],17618
14151,['Karyn Kusama'],19994
14152,['Steven Soderbergh'],11323
14153,['Erich von Stroheim'],117531
14154,['Charles McDougall'],42762
14155,['Sean Ellis'],3511
14156,['Raoul Walsh'],37317
14157,['John Berry'],25900
14158,['Cherien Dabis'],29134
14159,['Mike Judge'],12569
14160,['David R. Ellis'],19912
14161,['Brian Taylor'],18501
14162,['Phil Lord'],22794
14163,['Jeffrey Bell'],279606
14164,['Tyler Perry'],26367
14165,['John Tatoulis'],43757
14166,['A. Edward Sutherland'],23253
14167,['Michael Anderson'],114618
14168,['Robert Kenner'],18570
14169,['Andrew Bujalski'],36703
14170,['Lucio Fulci'],46768
14171,['Nathan H. Juran'],18724
14172,['Park Chan-wook'],22536
14173,['Aristomenis Tsirbas'],16873
14174,['Dome Karukoski'],22326
14175,['Brandon Camp'],25643
14176,['Jane Campion'],29963
14177,['Joel Schumacher'],30685
14178,['Dick Powell'],25549
14179,['Juan Martínez Moreno'],63615
14180,['Phil Karlson'],26009
14181,['Avi Nesher'],26500
14182,['Michael Winterbottom'],35113
14183,['Étienne Chatiliez'],40225
14184,['Rick Bota'],17455
14185,['Rick Bota'],12699
14186,['Adrián Caetano'],25532
14187,['Oren Peli'],23827
14188,['Perry Moore'],14579
14189,['Jean Cocteau'],185591
14190,['Alexander Hall'],28299
14191,['Mark Hartley'],16194
14192,['Joseph Pevney'],62396
14193,['Jack Sher'],18974
14194,['Brillante Mendoza'],64450
14195,['Ernst Lubitsch'],44208
14196,['H. C. Potter'],19136
14197,['Lance Hammer'],25112
14198,['Mario Bava'],28051
14199,['Bobcat Goldthwait'],20178
14200,['Glauber Rocha'],67612
14201,['Hirokazu Koreeda'],25050
14202,['Max Ophüls'],43360
14203,['Guru Dutt'],41053
14204,['Alain Resnais'],54563
14205,['Ousmane Sembene'],76636
14206,['Michael Moore'],22074
14207,['Georges Franju'],91262
14208,['Don Taylor'],38670
14209,['Prabhu Deva'],22717
14210,['Louie Psihoyos'],23128
14211,['Joel Coen'],12573
14212,['Raymond De Felitta'],28053
14213,['Jamin Winans'],24869
14214,['Wladyslaw Starewicz'],90056
14215,['Jan Švankmajer'],126597
14216,['Takashi Miike'],24561
14217,['Tarik Saleh'],36800
14218,['Neil Thompson'],14476
14219,['Jan Švankmajer'],104275
14220,['Paul Solet'],21398
14221,['Rob Zombie'],23127
14222,['Seijun Suzuki'],39506
14223,['Michael Dougherty'],23202
14224,['Dave Parker'],24001
14225,['Drew Barrymore'],22798
14226,['Ricky Gervais'],23082
14227,['Nati Baratz'],62635
14228,['Alfred L. Werker'],61524
14229,['Jonathan Mostow'],19959
14230,['Benny Boom'],18065
14231,['Ruben Fleischer'],19908
14232,['Kevin Tancharoen'],28665
14233,['R. J. Cutler'],23044
14234,['Stephen Gyllenhaal'],54191
14235,['Brett Simon'],18176
14236,['Luke Ricci'],23532
14237,['S. Sylvan Simon'],46068
14238,['Charles Lamont'],33474
14239,['Stewart Hendler'],26688
14240,['Dominic Sena'],22787
14241,['Carlos Cuarón'],4786
14242,['Lone Scherfig'],24684
14243,['Lloyd Kramer'],77246
14244,['Charles Lamont'],63795
14245,['Alain Resnais'],63978
14246,['Anne Fontaine'],11156
14247,['William Dieterle'],74469
14248,['Andrew Piddington'],44054
14249,['Anders Østergaard'],26763
14250,['Les Blank'],99189
14251,['Steve Carver'],18710
14252,['Charles Lamont'],33476
14253,['Peter Billingsley'],19899
14254,['Phil Traill'],23706
14255,['Pablo Stoll'],142084
14256,['Adrián Biniez'],39488
14257,['Vsevolod Pudovkin'],106254
14258,['Imtiaz Ali'],11807
14259,['Kari Skogland'],17622
14260,['Jacques Demy'],60773
14261,['Josef von Sternberg'],885
14262,['King Vidor'],126136
14263,['Marcel Sarmiento'],23966
14264,['Javier Rebollo'],188858
14265,['Ernst Lubitsch'],48214
14266,['Yoshiaki Iwasaki'],44685
14267,['Chen Kaige'],92990
14268,['Cecil B. DeMille'],43902
14269,['Tim Whelan'],43850
14270,['Scott Sublett'],33857
14271,['Morten Lindberg'],33380
14272,['Alexander Olch'],70569
14273,['Jeremiah Kipp'],21910
14274,['Maurice Pialat'],4734
14275,['Josef von Sternberg'],42678
14276,['Emeric Pressburger'],44334
14277,['Erich von Stroheim'],42537
14278,['Spike Jonze'],16523
14279,['Peeter Simm'],46931
14280,['Andy Warhol'],1686
14281,['Glauber Rocha'],67062
14282,['Ritwik Ghatak'],59239
14283,['Marguerite Duras'],85927
14284,['Sergei M. Eisenstein'],63107
14285,['Rick Ernst'],29124
14286,['Jack Gold'],44630
14287,['Charlie Chaplin'],53423
14288,['Harold French'],37340
14289,['James Foley'],38702
14290,['Hugh Hudson'],43990
14291,['Eric Karson'],18214
14292,['Peter MacDonald'],3513
14293,['Anat Baron'],19837
14294,['Robert Rodriguez'],25132
14295,['Natalie Portman'],12572
14296,['F. Gary Gray'],22803
14297,['Jacques Tourneur'],32563
14298,['Stephen Weeks'],52941
14299,['Bruce Beresford'],180576
14300,['Felix Van Groeningen'],33806
14301,['Sammo Hung'],50936
14302,['Mira Nair'],8915
14303,['Nelson McCormick'],19904
14304,['Alan J. Pakula'],120518
14305,['Adam Elliot'],24238
14306,['David Mackenzie'],19918
14307,['Scott Mann'],24056
14308,['Scott Hicks'],23512
14309,['Ruba Nadda'],31189
14310,['Giuliano Montaldo'],54154
14311,['Lewis Gilbert'],85763
14312,['Douglas Sirk'],37637
14313,['Miklós Jancsó'],94663
14314,['Roberto Rossellini'],69912
14315,['David Lean'],51619
14316,['Fei Mu'],21058
14317,['David Butler'],30506
14318,['Ousmane Sembene'],97029
14319,['Fritz Lang'],71041
14320,['Vsevolod Pudovkin'],98914
14321,['René Clair'],54419
14322,['Fernando E. Solanas'],89681
14323,['Bernardo Bertolucci'],42788
14324,['Antonio Campos'],8926
14325,['Mark Atkins'],16398
14326,['Gregory Connors'],24392
14327,['Yakov Protazanov'],2973
14328,['Lev Kuleshov'],32928
14329,['Jason Reitman'],22947
14330,['Peter Medak'],141640
14331,['Mark L. Bussler'],168607
14332,['John Borowski'],13558
14333,['Pilar Miró'],105419
14334,['Andrzej Wajda'],47430
14335,['Keven McAlester'],34631
14336,['Heddy Honigmann'],234937
14337,['Jan Švankmajer'],19035
14338,['Jan Švankmajer'],56619
14339,['Claire Denis'],26191
14340,['Jon Wright'],23173
14341,['Peter Ramsey'],53985
14342,['Nabil Ayouch'],49167
14343,['Otto Preminger'],39306
14344,['Henry Hathaway'],71171
14345,['Marco Risi'],84089
14346,['Feliks Falk'],31021
14347,['Stanisław Bareja'],173171
14348,['Chris Landreth'],48329
14349,['Christoph Lauenstein'],44338
14350,['Yoshihiro Nishimura'],36577
14351,['John Crowley'],22447
14352,['Richard Boleslawski'],43893
14353,['Marisa Silver'],65403
14354,['Kevin Greutert'],22804
14355,['Kenny Ortega'],13576
14356,['Sion Sono'],28422
14357,['Stephen Gyllenhaal'],108021
14358,['Guy Maddin'],94653
14359,['Marcus H. Rosenmüller'],1697
14360,['Phil Karlson'],36949
14361,['William Witney'],38680
14362,['Paul Weitz'],24418
14363,['Troy Duffy'],22821
14364,['Jeff Stilson'],22800
14365,['Scott Sanders'],24804
14366,['Robert D. Siegel'],29150
14367,['Park Kwang-hyun'],14968
14368,['Jeff Crook'],38065
14369,['David Bowers'],16577
14370,['Henry Koster'],61647
14371,['Carlo Verdone'],37767
14372,['Jared Hess'],22820
14373,['Wes Anderson'],10315
14374,['Jon Amiel'],30431
14375,['Marion Hänsel'],197552
14376,['Jan Kounen'],38984
14377,['Aaron Norris'],36278
14378,['Gary Goldman'],54648
14379,['Robert Vince'],32834
14380,['Bill Duke'],14834
14381,['Carlos Ávila'],53263
14382,['Luis García Berlanga'],51317
14383,['Fritz Lang'],70555
14384,['Jacques Rivette'],63401
14385,['Vsevolod Pudovkin'],84273
14386,['Bobby Garabedian'],82040
14387,['Aleksandr Dovzhenko'],85715
14388,['Nelson Pereira dos Santos'],836
14389,['Robert Zemeckis'],17979
14390,['Nicholas Ray'],43370
14391,['Jack Chambers'],113520
14392,['Boris Barnet'],94638
14393,['Humphrey Jennings'],84656
14394,['Edward James Olmos'],105077
14395,['Jean-Marie Straub'],95600
14396,['Charles Swickard'],84772
14397,['Sonia Anderson'],106537
14398,['Guru Dutt'],53767
14399,['Irving Lerner'],18930
14400,['Rebecca Miller'],4475
14401,['Nikolaus Geyrhalter'],24565
14402,['Alexander Hall'],108200
14403,['Richard Wallace'],77121
14404,[],52048
14405,['Chester M. Franklin'],75804
14406,['Peter Sohn'],24480
14407,['Chris Stenner'],37060
14408,['Lewis H. Moomaw'],176273
14409,['Michael Sucsy'],19851
14410,['Kazuaki Kiriya'],24293
14411,['Roland Emmerich'],14161
14412,['Richard Kelly'],22825
14413,['Pedro Almodóvar'],8088
14414,['Jonathan Nossiter'],70805
14415,['Jean-Philippe Duval'],21581
14416,['Olatunde Osunsanmi'],22824
14417,['Lee Daniels'],25793
14418,['Joseph H. Lewis'],23189
14419,['Werner Herzog'],11699
14420,['Chris Weitz'],18239
14421,['Bob Misiorowski'],17774
14422,['Oren Moverman'],28089
14423,['Todd Kessler'],14859
14424,['Eran Riklis'],7860
14425,['James McTeigue'],22832
14426,['Corneliu Porumboiu'],32511
14427,['Philippe Martinez'],14172
14428,['Simon Fellows'],19167
14429,['Issa López'],121088
14430,['Caroline Zelder'],73501
14431,['Mel Stuart'],2261
14432,['Sheldon Lettich'],9924
14433,['Robert Boris'],30231
14434,['Daniel Monzón'],33273
14435,['Ian Fitzgibbon'],33035
14436,['Marty Feldman'],55628
14437,['Peter Sasdy'],112687
14438,['Simon Fellows'],20411
14439,['Souleymane Cissé'],71329
14440,['Jacques Feyder'],32543
14441,['Kamal Amrohi'],54966
14442,['Kenji Mizoguchi'],91426
14443,['Dean Semler'],6058
14444,['Albert Pyun'],31002
14445,['Roy Burdine'],34003
14446,['David Soren'],25472
14447,['Jim Sheridan'],7445
14448,['Jörn Donner'],23269
14449,[],411456
14450,['Ferenc Rófusz'],47466
14451,['Michael Anderson'],109175
14452,['Georges Schwizgebel'],153118
14453,['Lenny Abrahamson'],18595
14454,['Hal Roach'],53516
14455,['Christopher Denham'],27258
14456,['Alex Rivera'],20764
14457,['50 Cent'],25467
14458,['Lee Davis'],161094
14459,['Gitanjali Rao'],267523
14460,['John Lee Hancock'],22881
14461,['Aleksandr Medvedkin'],93743
14462,['Joris Ivens'],97035
14463,['Hollis Frampton'],88276
14464,['Nagisa Ōshima'],94466
14465,['René Clair'],99875
14466,['Ken Jacobs'],126863
14467,['Hans-Jürgen Syberberg'],58435
14468,['Santiago Segura'],1284
14469,['David R. Ellis'],19116
14470,['Takashi Miike'],25716
14471,['D.W. Griffith'],36106
14472,['Michael Snow'],90041
14473,['Josef von Sternberg'],104776
14474,['Mario Peixoto'],8353
14475,['Bradley Raymond'],15400
14476,['Jonas Pate'],22640
14477,['Walt Becker'],22949
14478,['Po-Chih Leong'],36272
14479,['Jorge Blanco'],16866
14480,['Richard Linklater'],12404
14481,['Gary Hustwit'],23951
14482,['Shaun Monson'],30238
14483,['James Mottern'],29406
14484,['Tom Ford'],34653
14485,['Jeff King'],14452
14486,['Jeff King'],18472
14487,['Aleksey Balabanov'],51284
14488,['Peter Jackson'],7980
14489,['Clint Eastwood'],22954
14490,['Ken Loach'],2143
14491,['Ron Clements'],10198
14492,['Kirk Jones'],26171
14493,['John Ford'],32634
14494,['Nimród Antal'],4597
14495,['David Hillenbrand'],37190
14496,['Tobe Hooper'],31909
14497,['Richard Franklin'],62131
14498,['Jake West'],20606
14499,['John Webster'],139212
14500,['Lee Isaac Chung'],57654
14501,['Thomas Whelan'],18175
14502,['Manny Coto'],88067
14503,['Bruce Malmuth'],30526
14504,['Edgar G. Ulmer'],347
14505,['Satyajit Ray'],35867
14506,['Éric Rohmer'],64414
14507,['Aleksey German'],83491
14508,['Georges Franju'],56800
14509,['Mauritz Stiller'],38759
14510,['Frank Borzage'],28392
14511,['Luchino Visconti'],92432
14512,['Kenji Mizoguchi'],45987
14513,['Ted Kotcheff'],55261
14514,['Frédéric Forestier'],27719
14515,['G.W. Pabst'],42836
14516,['Kenji Mizoguchi'],101382
14517,['Jack Smith'],47122
14518,['Alexander Kluge'],89785
14519,['Mark Donskoy'],129417
14520,['W.S. Van Dyke'],53161
14521,['Apichatpong Weerasethakul'],47046
14522,['Pedro Costa'],82404
14523,['Jean-Marie Straub'],128846
14524,['Claude Autant-Lara'],63764
14525,['Chen Kaige'],148597
14526,['Jaak Kilmi'],46886
14527,['Norman McLaren'],129303
14528,['Marc Lawrence'],24438
14529,['J. Searle Dawley'],174598
14530,['Peng-Yi Chang '],60639
14531,[],125512
14532,['Jose Pozo'],14704
14533,['Álvaro Fernández Armero'],100122
14534,['Zbigniew Rybczynski'],48496
14535,['Alexander Hall'],33052
14536,['Alexander Hall'],140281
14537,['Rob Williams'],26032
14538,['Regardt van den Bergh'],29697
14539,['R. Balki'],16576
14540,[],272772
14541,['Steven Sheil'],19197
14542,['Hanna Sköld'],23947
14543,['Emily Young'],25968
14544,['Nick Willing'],61872
14545,['Sidney Lumet'],32615
14546,['James Cameron'],19995
14547,['Rob Marshall'],10197
14548,['Mario Van Peebles'],9650
14549,['François Dupeyron'],64481
14550,['Isabelle Mergault'],10268
14551,['Nancy Meyers'],22897
14552,['Guy Ritchie'],10528
14553,['Scott Cooper'],25196
14554,['Josef Rusnak'],13988
14555,['Michael Hoffman'],36811
14556,['Pierre Richard'],40054
14557,['Betty Thomas'],23398
14558,['Scott McGehee'],28520
14559,['Mani Ratnam'],15772
14560,['Yevgeni Bauer'],132397
14561,['James Westby'],38908
14562,['Rainer Werner Fassbinder'],42206
14563,['Richard Wallace'],26533
14564,['Peter Hyams'],25137
14565,['Peter N. Alexander'],22043
14566,['Ken Loach'],18898
14567,['John Putch'],26123
14568,['Carol Reed'],40494
14569,['Joseph L. Mankiewicz'],27172
14570,['Emeric Pressburger'],17591
14571,['Vittorio De Sica'],49687
14572,['Jean-Marc Piché'],51831
14573,['Keoni Waxman'],44808
14574,['Ernst Lubitsch'],121379
14575,['Jay Delaney'],41886
14576,['Stephen Berra'],24050
14577,['E.A. Dupont'],94803
14578,['Jacques Rivette'],156015
14579,['Robert J. Flaherty'],94727
14580,['Humphrey Jennings'],132392
14581,['Helmut Käutner'],114790
14582,['Isaac Florentine'],36293
14583,['Anthony Hickox'],26129
14584,['Boris Barnet'],110733
14585,['King Vidor'],96107
14586,['Noel M. Smith'],89647
14587,['David DeCoteau'],27390
14588,['Anthony Hickox'],122163
14589,['Jim McBride'],352237
14590,['Àlex Pastor'],25769
14591,['Anil Mehta'],14159
14592,['Peter Yates'],25680
14593,['Klaus Lemke'],36117
14594,['Anatole Litvak'],43876
14595,['Chantal Akerman'],63215
14596,['Kenji Mizoguchi'],124994
14597,['Basil Wright'],54051
14598,['Willi Forst'],80960
14599,['Jean-Marie Straub'],97032
14600,['Mark Donskoy'],148536
14601,['Oksana Bychkova'],64736
14602,['Bruce McDonald'],23963
14603,['Alexander E. Sokoloff'],35148
14604,['Vlad Yudin'],26465
14605,['Jim Wynorski'],51422
14606,['Sheldon Lettich'],60489
14607,['David Auburn'],16204
14608,['Dolph Lundgren'],23404
14609,['Danny Lerner'],20236
14610,[],148077
14611,['Howard Hawks'],42564
14612,['Matthew Chapman'],65572
14613,['Henry King'],25190
14614,['Miguel Arteta'],22327
14615,['Michael Spierig'],19901
14616,['Claudia Llosa'],28644
14617,['Franny Armstrong'],24458
14618,['Dolph Lundgren'],13723
14619,['Samuel Dolhasca'],15791
14620,['Lasse Hallström'],28178
14621,['Andrew Chiaramonte'],291554
14622,['Maurice Phillips'],149851
14623,['Hunter Weeks'],14773
14624,['Mircea Veroiu'],147683
14625,['Anand Tucker'],25195
14626,['Albert Hughes'],20504
14627,['Daniel Alfredson'],33613
14628,['Ken Loach'],57251
14629,['Robert Culp'],85126
14630,['Bruce Beresford'],123772
14631,['Luchino Visconti'],4286
14632,['Jacques Audiard'],21575
14633,['Alberto Cavallone'],104320
14634,['Gene Kelly'],4932
14635,['Joko Anwar'],39023
14636,['Ronny Yu'],187401
14637,['James DeMonaco'],25927
14638,['Anders Morgenthaler'],14173
14639,['Chris Smith'],28227
14640,['Paweł Pawlikowski'],31875
14641,['Marwan Hamed'],44085
14642,['Giacomo Talamini'],58589
14643,['Richard Loncraine'],26820
14644,['Albert Serra'],119905
14645,['Peter Hewitt'],24271
14646,['Marc S. Grenier'],52273
14647,['Sidney J. Furie'],95140
14648,['W.S. Van Dyke'],179066
14649,['Anthony Asquith'],37222
14650,['Yasujirō Ozu'],55197
14651,['Terry Zwigoff'],87065
14652,['Coke Sams'],20551
14653,['Sidney J. Furie'],28280
14654,['Dolph Lundgren'],26125
14655,['John Landis'],26765
14656,['Richard Schickel'],5707
14657,['Michael W. Watkins'],323111
14658,['Charles Band'],26961
14659,['Sidney Franklin'],126925
14660,['Chris Nahon'],1450
14661,['Lisandro Alonso'],101006
14662,['Richard Boleslawski'],52429
14663,['Michael Vejar'],81895
14664,['Armand Lohikoski'],148435
14665,['Jacques Rivette'],46335
14666,['Jonas Åkerlund'],18476
14667,['Ashutosh Gowariker'],15774
14668,['Brian Hecker'],20107
14669,['Christian Petzold'],12161
14670,['Mihalis Kakogiannis'],164421
14671,['João César Monteiro'],101342
14672,['Derek Jarman'],41970
14673,['Akihiko Shiota'],89800
14674,['Jackie Chan'],21521
14675,['Werner Herzog'],44027
14676,['Pirjo Honkasalo'],143098
14677,['Fatih Akin'],31175
