crew,title,release_date,return,budget,revenue
['m. night shyamalan'],The Village,2004-07-30,4.278292,60000000.0,256697520.0
['zach braff'],Garden State,2004-07-28,10.7126892,2500000.0,26781723.0
['yasujirō ozu'],Early Summer,1951-10-03,0.0,0.0,0.0
['marcel carné'],Port of Shadows,1938-05-18,0.0,0.0,0.0
['david lane'],Thunderbirds are GO,1966-12-15,0.0,0.0,0.0
['david lane'],Thunderbird 6,1968-08-03,0.0,0.0,0.0
['sydney pollack'],Castle Keep,1969-10-01,0.0,0.0,0.0
['alex cox'],Revengers Tragedy,2002-08-06,0.0,0.0,0.0
['patrick leung'],Beyond Hypothermia,1996-09-20,0.0,0.0,0.0
['marcus adams'],Octane,2003-05-16,0.0,11500000.0,0.0
['johnnie to'],PTU,2003-04-17,0.0,0.0,0.0
['nikita mikhalkov'],Unfinished Piece for Mechanical Piano,1977-09-05,0.0,0.0,0.0
['asif kapadia'],The Warrior,2001-09-23,0.0,0.0,0.0
['richard lester'],A Funny Thing Happened on the Way to the Forum,1966-10-16,0.0,0.0,0.0
['albert maysles'],Salesman,1969-01-01,0.0,0.0,0.0
['michael mann'],Collateral,2004-08-04,3.350219861538461,65000000.0,217764291.0
['nick hurran'],Little Black Book,2004-08-06,0.6295666285714285,35000000.0,22034832.0
['michael winterbottom'],Code 46,2003-09-02,0.0,7500000.0,0.0
['alexandre rockwell'],In the Soup,1992-10-23,inf,0.0,256249.0
['robert rossen'],They Came to Cordura,1959-06-01,0.0,0.0,0.0
['toshiaki toyoda'],Blue Spring,2001-09-10,0.0,0.0,0.0
['claude chabrol'],Story of Women,1988-09-14,0.0,0.0,0.0
['kim sang-jin'],Attack the Gas Station!,1999-10-02,0.0,0.0,0.0
['claude chabrol'],Masques,1987-02-11,0.0,0.0,0.0
['danny leiner'],Harold & Kumar Go to White Castle,2004-05-30,2.6596564444444444,9000000.0,23936908.0
['garry marshall'],The Princess Diaries 2: Royal Engagement,2004-08-06,2.378735875,40000000.0,95149435.0
['jeff balsmeyer'],Danny Deckchair,2003-05-16,0.0,0.0,0.0
['paul w.s. anderson'],AVP: Alien vs. Predator,2004-08-12,2.445483757142857,70000000.0,171183863.0
['hatsuki tsuji'],Yu-Gi-Oh! The Movie,2004-08-13,1.4585205,20000000.0,29170410.0
['jean-pierre limosin'],Novo,2002-08-03,0.0,0.0,0.0
['john curran'],We Don't Live Here Anymore,2004-01-20,0.6791816666666667,3000000.0,2037545.0
['steven brill'],Without a Paddle,2004-08-20,3.6647956842105263,19000000.0,69631118.0
['renny harlin'],Exorcist: The Beginning,2004-08-20,0.975007325,80000000.0,78000586.0
['norman taurog'],Speedway,1968-01-01,0.0,0.0,0.0
['peter tewksbury'],The Trouble with Girls,1969-09-03,0.0,0.0,0.0
['norman taurog'],It Happened at the World's Fair,1963-04-03,0.0,0.0,0.0
['norman taurog'],Double Trouble,1967-04-05,inf,0.0,1600000.0
['norman taurog'],Spinout,1966-12-14,0.0,0.0,0.0
['gene nelson'],Harum Scarum,1965-11-24,0.0,0.0,0.0
['russ mayberry'],The Spaceman and King Arthur,1979-07-10,0.0,0.0,0.0
['jeremy kagan'],The Sting II,1983-02-18,inf,0.0,6347072.0
['henry levin'],If a Man Answers,1962-10-10,0.0,0.0,0.0
['john quinn'],Cheerleader Camp,1988-06-01,0.0,0.0,0.0
['laurent cantet'],Human Resources,1999-11-20,0.0,0.0,0.0
['bill cosby'],Bill Cosby: Himself,1983-05-20,0.0,0.0,0.0
['paul henreid'],Dead Ringer,1964-02-19,0.0,0.0,0.0
['joe camp'],Benji: Off the Leash!,2004-03-26,0.0,0.0,0.0
['dwight h. little'],Anacondas: The Hunt for the Blood Orchid,2004-08-26,3.5496449,20000000.0,70992898.0
['e. elias merhige'],Suspect Zero,2004-08-27,0.4814814814814814,27000000.0,13000000.0
['he ping'],Warriors of Heaven and Earth,2003-09-23,0.0,0.0,0.0
['mira nair'],Vanity Fair,2004-09-01,0.701037,23000000.0,16123851.0
['lance rivera'],The Cookout,2004-09-03,7.5e-07,16000000.0,12.0
['paul abascal'],Paparazzi,2004-09-03,0.83028815,20000000.0,16605763.0
['paul mcguigan'],Wicker Park,2004-09-03,0.4333752333333333,30000000.0,13001257.0
['john bradshaw'],Triggermen,2002-01-01,0.0,500000.0,0.0
['martin scorsese'],Alice Doesn't Live Here Anymore,1974-12-09,0.0,0.0,0.0
['tobe hooper'],The Mangler,1995-03-03,0.0,0.0,0.0
['martin scorsese'],Who's That Knocking at My Door,1967-11-15,0.0,0.0,0.0
['wallace wolodarsky'],Seeing Other People,2004-01-01,0.0,0.0,0.0
['jan eliasberg'],Past Midnight,1991-01-01,0.0,0.0,0.0
['paul rodríguez'],A Million to Juan,1994-05-15,inf,0.0,1221832.0
['krzysztof kieślowski'],Camera Buff,1979-11-16,0.0,0.0,0.0
['krzysztof kieślowski'],No End,1985-06-17,0.0,0.0,0.0
['robert harmon'],Highwaymen,2004-02-13,inf,0.0,371396.0
['prince'],Graffiti Bridge,1990-11-02,0.0,0.0,0.0
['federico fellini'],I Vitelloni,1953-08-26,0.0,0.0,0.0
['prince'],Under the Cherry Moon,1986-07-02,inf,0.0,10090429.0
['james b. clark'],Flipper,1963-08-14,0.0,0.0,0.0
['michael ritchie'],Smile,1975-01-01,0.0,0.0,0.0
['richard brooks'],Lord Jim,1965-02-15,0.0,0.0,0.0
['rob cohen'],A Small Circle of Friends,1980-03-12,0.0,0.0,0.0
['kevin tenney'],Night of the Demons,1988-10-14,2.5915866666666667,1200000.0,3109904.0
['kevin tenney'],Witchboard,1986-12-31,0.0,0.0,0.0
['mark l. lester'],Roller Boogie,1979-12-31,0.0,0.0,0.0
['robert rossen'],Lilith,1964-09-27,0.0,0.0,0.0
['menahem golan'],The Apple,1980-11-21,0.0,0.0,0.0
['bob clark'],Superbabies: Baby Geniuses 2,2004-08-27,inf,0.0,9109322.0
['david r. ellis'],Cellular,2004-09-06,2.25690748,25000000.0,56422687.0
['alexander witt'],Resident Evil: Apocalypse,2004-09-10,2.875440777777778,45000000.0,129394835.0
['gregory jacobs'],Criminal,2004-10-07,0.0,0.0,0.0
['enid zentelis'],Evergreen,2004-01-01,0.0,0.0,0.0
['charles stone iii'],Mr. 3000,2004-06-15,0.7266767333333334,30000000.0,21800302.0
['kerry conran'],Sky Captain and the World of Tomorrow,2004-09-17,0.8279813714285714,70000000.0,57958696.0
['richard loncraine'],Wimbledon,2004-09-13,1.339097,31000000.0,41512007.0
['catherine breillat'],Anatomy of Hell,2004-01-28,0.0,0.0,0.0
['john duigan'],Head in the Clouds,2004-04-29,0.0,0.0,0.0
['forest whitaker'],First Daughter,2004-09-24,0.0,30000000.0,0.0
['joseph ruben'],The Forgotten,2004-09-24,2.799419904761905,42000000.0,117575636.0
['jeff nathanson'],The Last Shot,2004-09-24,0.0,0.0,0.0
['john waters'],A Dirty Shame,2004-09-12,0.1276110666666666,15000000.0,1914166.0
['walter salles'],The Motorcycle Diaries,2004-02-06,inf,0.0,16756372.0
['edgar wright'],Shaun of the Dead,2004-04-09,7.509848,4000000.0,30039392.0
['daniel mann'],"Come Back, Little Sheba",1952-12-24,0.0,0.0,0.0
['martin ritt'],The Black Orchid,1958-02-11,0.0,0.0,0.0
['h. c. potter'],Second Chorus,1940-12-09,0.0,0.0,0.0
['donald g. jackson'],Class of Nuke 'Em High 2: Subhumanoid Meltdown,1991-01-01,0.0,0.0,0.0
['sidney lumet'],Murder on the Orient Express,1974-11-24,inf,0.0,27634716.0
['peter bogdanovich'],Mask,1985-03-08,inf,0.0,42400000.0
['henry king'],Alexander's Ragtime Band,1938-05-24,2.0,2000000.0,4000000.0
['richard fleischer'],The Boston Strangler,1968-10-08,0.0,0.0,0.0
['charles jarrott'],The Last Flight of Noah's Ark,1980-06-24,inf,0.0,11000000.0
['stan dragoti'],The Man with One Red Shoe,1985-07-18,0.0,0.0,0.0
['michael winner'],The Sentinel,1977-01-07,inf,0.0,3.0
['bernard l. kowalski'],Sssssss,1973-07-06,0.0,0.0,0.0
['christopher crowe'],Whispers in the Dark,1992-08-06,0.0,0.0,0.0
['marc fusco'],Stealing Time,2001-06-17,0.0,0.0,0.0
['richard marquand'],The Legacy,1978-09-01,0.0,0.0,0.0
['roy del ruth'],The Alligator People,1959-07-01,0.0,0.0,0.0
['robert greenwald'],Hear No Evil,1993-03-26,0.0,0.0,0.0
['frank henenlotter'],Basket Case 3,1992-02-01,0.0,0.0,0.0
['frank henenlotter'],Basket Case 2,1990-03-02,0.0,2500000.0,0.0
['michael anderson'],Orca: The Killer Whale,1977-07-22,2.4529756666666667,6000000.0,14717854.0
['duncan roy'],AKA,2002-01-19,0.0,0.0,0.0
['gene fowler jr.'],I Married a Monster from Outer Space,1958-10-01,0.0,0.0,0.0
['mihalis kakogiannis'],The Trojan Women,1971-09-26,0.0,0.0,0.0
['luis buñuel'],Robinson Crusoe,1954-08-05,0.0,350000.0,0.0
['paul schrader'],Hardcore,1979-02-09,0.0,0.0,0.0
['melvin van peebles'],Watermelon Man,1970-01-01,0.0,0.0,0.0
['william tannen'],Flashpoint,1984-04-19,0.0,0.0,0.0
['jeannot szwarc'],Bug,1975-06-06,0.0,0.0,0.0
['roger corman'],The Terror,1963-06-17,0.0,0.0,0.0
['steve latshaw'],Jack O,1995-10-10,0.0,0.0,0.0
['ridley scott'],1492: Conquest of Paradise,1992-10-09,0.1530084893617021,47000000.0,7191399.0
['ruggero deodato'],Cannibal Holocaust,1980-02-07,0.0,100000.0,0.0
['vicky jenson'],Shark Tale,2004-09-20,4.897000253333333,75000000.0,367275019.0
['jay russell'],Ladder 49,2004-10-01,1.2423617833333334,60000000.0,74541707.0
['ricky schroder'],Black Cloud,2004-01-01,0.0,0.0,0.0
['david o. russell'],I Heart Huckabees,2004-09-10,0.0,22000000.0,0.0
['sean mcnamara'],Raise Your Voice,2004-08-10,0.9911676,15000000.0,14867514.0
['tim story'],Taxi,2004-10-06,1.46439864,25000000.0,36609966.0
['jordan roberts'],Around the Bend,2004-10-08,0.0,0.0,0.0
['shane carruth'],Primer,2004-10-08,60.68,7000.0,424760.0
['richard eyre'],Stage Beauty,2004-09-03,inf,0.0,776691.0
['peter chelsom'],Shall We Dance?,2004-10-15,3.4025692,50000000.0,170128460.0
['trey parker'],Team America: World Police,2004-10-10,1.5908569375,32000000.0,50907422.0
['michael clancy'],Eulogy,2004-10-15,0.0,0.0,0.0
['dylan kidd'],P.S.,2004-10-15,0.0,0.0,0.0
['george seaton'],The Country Girl,1954-05-17,0.0,0.0,0.0
['daniel mann'],The Rose Tattoo,1955-12-12,0.0,0.0,0.0
['lars von trier'],Epidemic,1987-09-11,0.0,0.0,0.0
['roman polanski'],Tess,1979-10-06,0.0,0.0,0.0
['robert zemeckis'],I Wanna Hold Your Hand,1978-04-20,0.0,2700000.0,0.0
['roger spottiswoode'],Spinning Boris,2003-10-23,0.0,0.0,0.0
['richard moore'],Circle of Iron,1978-07-25,0.0,0.0,0.0
['paul bartel'],Cannonball,1976-07-06,1.9230769230769231,780000.0,1500000.0
['roman polanski'],The Fearless Vampire Killers,1967-02-01,0.0,2000000.0,0.0
['james hill'],Black Beauty,1971-01-01,0.0,0.0,0.0
['lars von trier'],The Five Obstructions,2003-11-07,0.0,0.0,0.0
['jamie johnson'],Born Rich,2003-01-19,0.0,0.0,0.0
['larry cohen'],It's Alive,1974-10-15,0.0,0.0,0.0
['denys arcand'],The Decline of the American Empire,1986-06-19,0.0,0.0,0.0
['bruce w. smith'],Bébé's Kids,1992-07-31,0.0,0.0,0.0
['robert lieberman'],All I Want For Christmas,1991-11-08,inf,0.0,14812000.0
['bertrand tavernier'],Life and Nothing But,1989-09-06,0.0,0.0,0.0
['peter berg'],Friday Night Lights,2004-10-08,2.0418640333333333,30000000.0,61255921.0
['jonathan caouette'],Tarnation,2003-10-19,5330.339449541284,218.0,1162014.0
['omar naim'],The Final Cut,2004-10-15,inf,0.0,548039.0
[],Hair Show,2004-10-17,0.0,0.0,0.0
['mick garris'],Riding the Bullet,2004-10-15,0.0,5000000.0,0.0
['james redford'],Spin,2003-10-23,0.0,0.0,0.0
['istván szabó'],Being Julia,2004-09-03,0.0,0.0,0.0
['eric small'],The Dust Factory,2004-01-01,0.0,0.0,0.0
['leonardo defilippis'],Thérèse: The Story of Saint Thérèse of Lisieux,2004-10-03,0.0,0.0,0.0
['mike mitchell'],Surviving Christmas,2004-09-21,0.3287472,45000000.0,14793624.0
['takashi shimizu'],The Grudge,2004-10-22,18.3474602,10000000.0,183474602.0
['charles shyer'],Alfie,2004-10-22,0.22326565,60000000.0,13395939.0
['alexander payne'],Sideways,2004-10-22,6.8438939375,16000000.0,109502303.0
['brad anderson'],The Machinist,2004-02-09,1.640647,5000000.0,8203235.0
['mike leigh'],Vera Drake,2004-10-22,0.0,11000000.0,0.0
['scott smith'],Falling Angels,2003-09-08,0.0,0.0,0.0
['peter richardson'],Stella Street,2004-01-26,0.0,0.0,0.0
['antoine fuqua'],Lightning in a Bottle,2004-02-12,0.0,0.0,0.0
['david gordon green'],Undertow,2004-05-14,inf,0.0,143597.0
['roger michell'],Enduring Love,2004-11-26,0.0,0.0,0.0
['james wan'],Saw,2004-10-01,86.5930575,1200000.0,103911669.0
['taylor hackford'],Ray,2004-10-29,3.11828835,40000000.0,124731534.0
['jonathan glazer'],Birth,2004-09-08,0.0,20000000.0,0.0
[],Voices of Iraq,2004-01-01,0.0,0.0,0.0
['brad bird'],The Incredibles,2004-11-05,6.863501,92000000.0,631442092.0
['patrick paulson'],Fade to Black,2004-11-05,0.0,0.0,0.0
['thomas vinterberg'],It's All About Love,2003-01-10,0.0,0.0,0.0
['franco zeffirelli'],Callas Forever,2002-09-18,0.0,0.0,0.0
['robert zemeckis'],The Polar Express,2004-11-10,1.853792303030303,165000000.0,305875730.0
['bill condon'],Kinsey,2004-09-04,0.0,0.0,0.0
['don mancini'],Seed of Chucky,2004-11-11,2.069137,12000000.0,24829644.0
['brett ratner'],After the Sunset,2004-11-12,1.0224632833333334,60000000.0,61347797.0
['beeban kidron'],Bridget Jones: The Edge of Reason,2004-11-10,0.8040604,50000000.0,40203020.0
['marc forster'],Finding Neverland,2004-10-17,4.67066224,25000000.0,116766556.0
['yash chopra'],Veer-Zaara,2004-11-12,4.197902857142857,7000000.0,29385320.0
['jon turteltaub'],National Treasure,2004-11-19,3.47451894,100000000.0,347451894.0
['pedro almodóvar'],Bad Education,2004-03-19,8.0533964,5000000.0,40266982.0
['stephen hillenburg'],The SpongeBob SquarePants Movie,2004-11-14,4.672059733333334,30000000.0,140161792.0
[],Fabled,2002-01-01,0.0,0.0,0.0
['raoul walsh'],San Antonio,1945-11-29,0.0,0.0,0.0
['oliver stone'],Alexander,2004-11-21,1.0793431741935484,155000000.0,167298192.0
['joe roth'],Christmas with the Kranks,2004-11-24,0.0,60000000.0,0.0
['robert stone'],Guerrilla: The Taking of Patty Hearst,2004-11-26,0.0,0.0,0.0
['jean-luc godard'],Our Music,2004-05-19,0.0,0.0,0.0
['mike nichols'],Closer,2004-12-01,4.277963962962963,27000000.0,115505027.0
['paul feig'],I Am David,2003-12-03,0.0,0.0,0.0
['zhang yimou'],House of Flying Daggers,2004-05-19,inf,0.0,92863945.0
['steven soderbergh'],Ocean's Twelve,2004-12-09,3.2976752727272727,110000000.0,362744280.0
['david s. goyer'],Blade: Trinity,2004-12-08,1.983159476923077,65000000.0,128905366.0
['jerry lewis'],The Bellboy,1960-07-20,11.11111111111111,900000.0,10000000.0
['joseph mealey'],Bush's Brain,2004-03-13,0.0,0.0,0.0
['frank tashlin'],Cinderfella,1960-12-18,2.3666666666666667,3000000.0,7100000.0
['george abbott'],Damn Yankees!,1958-07-23,0.0,0.0,0.0
['don mcguire'],The Delicate Delinquent,1957-06-06,0.0,0.0,0.0
['frank tashlin'],The Disorderly Orderly,1964-12-16,0.0,0.0,0.0
['jerry lewis'],The Errand Boy,1961-11-28,0.0,0.0,0.0
['jerry lewis'],The Family Jewels,1965-07-01,0.0,0.0,0.0
['jerry lewis'],The Ladies Man,1961-06-21,0.0,0.0,0.0
['jerry lewis'],The Patsy,1964-08-12,0.0,0.0,0.0
['reverge anselmo'],Stateside,2004-05-23,0.010894875,16000000.0,174318.0
['norman taurog'],The Stooge,1952-12-31,0.0,0.0,0.0
['jack haley jr.'],That's Entertainment!,1974-06-21,0.0,0.0,0.0
['gene kelly'],"That's Entertainment, Part II",1976-05-17,0.0,0.0,0.0
['bud friedgen'],That's Entertainment! III,1994-07-01,0.0,0.0,0.0
['richard murphy'],The Wackiest Ship in the Army,1960-12-29,0.0,0.0,0.0
['robert rossen'],Alexander the Great,1956-03-28,0.0,0.0,0.0
['byron haskin'],Conquest of Space,1955-04-20,0.0,0.0,0.0
['simon wincer'],D.A.R.Y.L.,1985-06-14,inf,0.0,7840873.0
['robert lieberman'],Fire in the Sky,1993-03-12,0.9918927068255384,19885552.0,19724334.0
['richard boleslawski'],The Garden of Allah,1936-10-14,0.0,2200000.0,0.0
['william dieterle'],I'll Be Seeing You,1944-12-31,0.0,0.0,0.0
['joe may'],The Invisible Man Returns,1940-01-12,0.0,0.0,0.0
['stephen norrington'],The Last Minute,2001-01-01,0.0,0.0,0.0
['yann samuell'],Love Me If You Dare,2003-09-17,0.0,0.0,0.0
['william dieterle'],Portrait of Jennie,1948-12-25,0.0,0.0,0.0
['king vidor'],Ruby Gentry,1952-12-25,0.0,525000.0,0.0
['robert altman'],Secret Honor,1984-09-15,0.0,0.0,0.0
['david o. selznick'],Since You Went Away,1944-07-20,0.0,0.0,0.0
['toni kalem'],A Slipping Down Life,1999-01-22,0.0,0.0,0.0
['richard w. haines'],Splatter University,1984-07-13,0.0,0.0,0.0
['jacob tierney'],Twist,2003-09-07,0.0,0.0,0.0
['jehane noujaim'],Control Room,2004-01-15,inf,0.0,2586511.0
[],Celsius 41.11: The Temperature at Which the Brain... Begins to Die,2004-10-22,0.0,0.0,0.0
['cecil b. demille'],The Cheat,1915-12-13,7.935127953324476,17311.0,137365.0
['john s. robertson'],Dr. Jekyll and Mr. Hyde,1920-03-18,0.0,0.0,0.0
['paul wegener'],The Golem: How He Came Into the World,1920-10-28,0.0,0.0,0.0
['clarence brown'],The Last of the Mohicans,1920-11-21,0.0,0.0,0.0
['charlie chaplin'],The Idle Class,1921-09-25,0.0,0.0,0.0
['victor sjöström'],The Phantom Carriage,1921-01-01,0.0,0.0,0.0
['fritz lang'],Destiny,1921-10-06,0.0,0.0,0.0
['george melford'],The Sheik,1921-11-20,0.0,0.0,0.0
['benjamin christensen'],Häxan,1922-09-18,0.0,0.0,0.0
['burton king'],The Man from Beyond,1922-04-01,0.0,0.0,0.0
['wallace worsley'],The Hunchback of Notre Dame,1923-09-06,0.0,0.0,0.0
['fred c. newmeyer'],Why Worry?,1923-09-09,0.0,0.0,0.0
['victor sjöström'],He Who Gets Slapped,1924-12-22,0.0,172000.0,0.0
['ernst lubitsch'],The Marriage Circle,1924-02-10,0.0,212000.0,0.0
['buster keaton'],"Sherlock, Jr.",1924-04-21,0.0,0.0,0.0
['king vidor'],The Big Parade,1925-11-05,89.79591836734694,245000.0,22000000.0
['fred c. newmeyer'],The Freshman,1925-09-20,0.0,0.0,0.0
['erich von stroheim'],Greed,1924-12-04,0.0,546883.0,0.0
['rupert julian'],The Phantom of the Opera,1925-09-06,0.0,0.0,0.0
['alan crosland'],The Jazz Singer,1927-10-06,0.0,0.0,0.0
['sergei m. eisenstein'],October (Ten Days that Shook the World),1928-01-20,0.0,0.0,0.0
['alan crosland'],Old San Francisco,1927-09-04,0.0,0.0,0.0
['tod browning'],The Unknown,1927-06-04,0.0,217000.0,0.0
['g.w. pabst'],Pandora's Box,1929-01-30,0.0,0.0,0.0
['buster keaton'],The Cameraman,1928-09-16,0.0,0.0,0.0
['jean epstein'],The Fall of the House of Usher,1928-10-04,0.0,0.0,0.0
['king vidor'],The Crowd,1928-02-18,0.0,0.0,0.0
['paul leni'],The Man Who Laughs,1928-04-27,0.0,0.0,0.0
['raoul walsh'],Sadie Thompson,1928-01-07,0.0,0.0,0.0
['buster keaton'],"Steamboat Bill, Jr.",1928-02-14,0.0,0.0,0.0
['rouben mamoulian'],Applause,1930-01-04,0.0,0.0,0.0
['luis buñuel'],Un chien andalou,1929-06-05,0.0,0.0,0.0
['mervyn leroy'],Little Caesar,1931-01-09,0.0,0.0,0.0
['luis buñuel'],L'Âge d'Or,1930-10-28,inf,0.0,7940.0
['king vidor'],The Champ,1931-11-21,0.0,0.0,0.0
['norman z. mcleod'],Monkey Business,1931-09-19,0.0,0.0,0.0
['william a. wellman'],Night Nurse,1931-07-15,0.0,0.0,0.0
['jean renoir'],Boudu Saved from Drowning,1932-11-11,0.0,0.0,0.0
['michael curtiz'],Doctor X,1932-08-27,0.0,0.0,0.0
['luis buñuel'],Land Without Bread,1933-12-01,0.0,20000.0,0.0
['james whale'],The Old Dark House,1932-10-20,0.0,0.0,0.0
['richard boleslawski'],Rasputin and the Empress,1932-03-24,0.0,0.0,0.0
['howard hawks'],Scarface,1932-04-09,inf,0.0,600000.0
['josef von sternberg'],Shanghai Express,1932-02-02,0.0,0.0,0.0
['yasujirō ozu'],"I Was Born, But...",1932-06-03,0.0,0.0,0.0
['carl theodor dreyer'],Vampyr,1932-05-06,0.0,0.0,0.0
['george cukor'],What Price Hollywood?,1932-06-24,0.0,0.0,0.0
['george cukor'],Dinner at Eight,1933-08-29,0.0,0.0,0.0
['t. hayes hunter'],The Ghoul,1933-08-01,0.0,0.0,0.0
['mervyn leroy'],Gold Diggers of 1933,1933-05-27,0.0,0.0,0.0
['erle c. kenton'],Island of Lost Souls,1932-12-01,0.0,0.0,0.0
['frank capra'],Lady for a Day,1933-09-13,0.0,0.0,0.0
['lowell sherman'],She Done Him Wrong,1933-02-09,11.0,200000.0,2200000.0
['ernest b. schoedsack'],The Son of Kong,1933-12-22,0.0,250000.0,0.0
['frank r. strayer'],The Vampire Bat,1933-01-21,0.0,0.0,0.0
['william a. wellman'],Wild Boys of the Road,1933-09-22,0.0,0.0,0.0
['jean vigo'],L'Atalante,1934-04-24,0.0,0.0,0.0
['sidney franklin'],The Barretts of Wimpole Street,1934-09-21,0.0,0.0,0.0
['edgar g. ulmer'],The Black Cat,1934-05-07,0.0,0.0,0.0
['john m. stahl'],Imitation of Life,1934-11-26,0.0,0.0,0.0
['robert n. bradbury'],The Lawless Frontier,1934-11-22,0.0,0.0,0.0
['john ford'],The Lost Patrol,1934-02-16,0.0,0.0,0.0
['ernst lubitsch'],The Merry Widow,1934-11-02,0.0,0.0,0.0
['harold young'],The Scarlet Pimpernel,1934-12-23,0.0,0.0,0.0
['jean renoir'],Toni,1935-02-22,0.0,0.0,0.0
['james w. horne'],Bonnie Scotland,1935-08-23,0.0,0.0,0.0
['john ford'],The Informer,1935-05-09,3.909465020576132,243000.0,950000.0
['tod browning'],Mark of the Vampire,1935-04-26,0.0,305177.0,0.0
['lew landers'],The Raven,1935-07-08,0.0,0.0,0.0
['stuart walker'],Werewolf of London,1935-05-13,0.0,0.0,0.0
['jean renoir'],The Crime of Monsieur Lange,1936-01-24,0.0,0.0,0.0
['fritz lang'],Fury,1936-05-29,0.0,0.0,0.0
['jack conway'],Libeled Lady,1936-10-09,0.0,0.0,0.0
['frank capra'],Mr. Deeds Goes to Town,1936-04-12,0.0,0.0,0.0
['archie mayo'],The Petrified Forest,1936-02-08,0.0,0.0,0.0
['victor halperin'],Revolt of the Zombies,1936-06-04,0.0,0.0,0.0
['james whale'],Show Boat,1936-05-17,0.0,0.0,0.0
['william wyler'],These Three,1936-03-18,0.0,0.0,0.0
['clarence brown'],Wife vs. Secretary,1936-02-28,0.0,0.0,0.0
['george cukor'],Camille,1936-12-12,0.0,0.0,0.0
['victor fleming'],Captains Courageous,1937-06-25,0.0,1645000.0,0.0
['william wyler'],Dead End,1937-08-27,0.0,300000.0,0.0
['richard thorpe'],Double Wedding,1937-10-15,0.0,0.0,0.0
['william a. wellman'],Nothing Sacred,1937-11-25,0.0,0.0,0.0
['john cromwell'],The Prisoner of Zenda,1937-09-03,0.0,0.0,0.0
['gregory la cava'],Stage Door,1937-10-08,0.0,0.0,0.0
['norman z. mcleod'],Topper,1937-07-16,0.0,500000.0,0.0
['mitchell leisen'],The Big Broadcast of 1938,1938-02-11,0.0,0.0,0.0
['edmund goulding'],The Dawn Patrol,1938-12-24,0.0,0.0,0.0
['george cukor'],Holiday,1938-06-15,0.0,0.0,0.0
['h. c. potter'],The Shopworn Angel,1938-07-15,0.0,0.0,0.0
['thorold dickinson'],Gaslight,1940-06-25,0.0,0.0,0.0
['gregory ratoff'],Intermezzo: A Love Story,1939-10-05,0.0,0.0,0.0
['raoul walsh'],The Roaring Twenties,1939-10-23,0.0,0.0,0.0
['william wyler'],Wuthering Heights,1939-04-13,0.0,0.0,0.0
['kenji mizoguchi'],The Story of the Last Chrysanthemum,1939-10-13,0.0,0.0,0.0
['john cromwell'],Abe Lincoln in Illinois,1940-02-12,0.0,0.0,0.0
['jack conway'],Boom Town,1940-08-30,4.586,2000000.0,9172000.0
['lloyd bacon'],Brother Orchid,1940-06-08,0.0,0.0,0.0
['clarence brown'],"Edison, the Man",1940-05-10,0.0,0.0,0.0
['william wyler'],The Letter,1940-11-22,0.0,0.0,0.0
['michael curtiz'],The Sea Hawk,1940-07-01,0.0,0.0,0.0
['howard hawks'],Ball of Fire,1941-12-02,0.0,0.0,0.0
['kenji mizoguchi'],The 47 Ronin,1941-12-08,0.0,0.0,0.0
['alexander hall'],Here Comes Mr. Jordan,1941-08-07,0.0,0.0,0.0
['arthur lubin'],In the Navy,1941-05-30,0.0,0.0,0.0
['henry koster'],It Started with Eve,1941-09-26,0.0,0.0,0.0
['edward f. cline'],Never Give a Sucker an Even Break,1941-10-10,0.0,0.0,0.0
['ernst lubitsch'],That Uncertain Feeling,1941-04-20,0.0,0.0,0.0
['john huston'],Across the Pacific,1942-09-05,0.0,0.0,0.0
['vincent sherman'],All Through the Night,1941-12-02,0.0,0.0,0.0
['raoul walsh'],Gentleman Jim,1942-11-14,0.0,0.0,0.0
['vincent sherman'],The Hard Way,1943-02-20,0.0,0.0,0.0
['sidney lanfield'],My Favorite Blonde,1942-04-02,0.0,0.0,0.0
['frank capra'],Why We Fight: Prelude to War,1942-05-27,0.0,0.0,0.0
['mervyn leroy'],Random Harvest,1942-12-17,0.0,0.0,0.0
['julien duvivier'],Tales of Manhattan,1942-08-05,0.0,0.0,0.0
['lloyd bacon'],Action in the North Atlantic,1943-06-12,0.0,0.0,0.0
['victor fleming'],A Guy Named Joe,1944-03-01,2.041492196421774,2627000.0,5363000.0
['ernst lubitsch'],Heaven Can Wait,1943-08-11,0.0,0.0,0.0
['alexander hall'],The Heavenly Body,1944-03-23,0.0,0.0,0.0
['william wyler'],The Memphis Belle: A Story of a Flying Fortress,1944-04-13,0.0,0.0,0.0
['h. c. potter'],Mr. Lucky,1943-05-28,0.0,0.0,0.0
['george sidney'],Thousands Cheer,1943-01-01,0.0,0.0,0.0
['carl theodor dreyer'],Day of Wrath,1943-09-13,0.0,0.0,0.0
['charles vidor'],Cover Girl,1944-03-30,0.0,0.0,0.0
['robert wise'],The Curse of the Cat People,1944-03-03,0.0,0.0,0.0
['laurence olivier'],Henry V,1944-11-24,0.0,0.0,0.0
['alf sjöberg'],Torment,1944-10-02,0.0,0.0,0.0
['jean negulesco'],The Mask of Dimitrios,1944-07-01,0.0,0.0,0.0
['fritz lang'],Ministry of Fear,1944-10-15,0.0,0.0,0.0
['preston sturges'],The Miracle of Morgan’s Creek,1944-01-19,0.0,0.0,0.0
['vincent sherman'],Mr. Skeffington,1944-05-25,0.0,0.0,0.0
