production_companies,title,revenue
"['village roadshow pictures', 'dinovi pictures', 'warner bros.', 'frantic films', 'maple shade films', 'catwoman films']",Catwoman,82102379.0
"['killer films', 'hart-sharp entertainment']",A Home at the End of the World,1548955.0
,Some Girl,0.0
"['united artists', 'outov productions']",Stay Hungry,24854765.0
['nero-film ag'],The Testament of Dr. Mabuse,0.0
,Zus & Zo,0.0
['universal international pictures (ui)'],Battle Hymn,0.0
['twentieth century fox film corporation'],Crash Dive,0.0
,Disco Pigs,0.0
['twentieth century fox film corporation'],The Enemy Below,0.0
['first look international'],Fist of the North Star,0.0
,Flash Gordon Conquers the Universe,0.0
"['the mirisch corporation', 'the mirisch production company']",Guns of the Magnificent Seven,0.0
['twentieth century fox film corporation'],The Hunters,0.0
['t.e.m. productores s.a.'],In a Glass Cage,0.0
"['office de radiodiffusion télévision française (ortf)', 'mara films', 'gerico sound']",Lancelot of the Lake,0.0
"['abc pictures', 'season', 'seamaster films']",The Last Valley,0.0
['the mirisch production company'],The Magnificent Seven Ride!,0.0
"['gaumont', 'nouvelles éditions de films (nef)']",A Man Escaped,0.0
['koch media'],The Miracle of Marcelino,0.0
,Morituri,0.0
"['astral productions', 'atomic productions inc.']",Orgy of the Dead,0.0
"['central cinema company film', 'palomar pictures international', 'kingston film productions ltd.']",Shalako,2620000.0
['brigand films'],A Shock to the System,0.0
"['universal pictures', 'vanadas productions']",Slaughterhouse-Five,0.0
"['love streams productions', 'canal+', 'arte france', 'centre national de la cinématographie (cnc)', 'azor films', 'conseil général de loire-atlantique']",His Brother,0.0
['paramount pictures'],Wake Island,0.0
['twentieth century fox film corporation'],What Price Glory,0.0
['columbia pictures corporation'],You Were Never Lovelier,0.0
['rko radio pictures'],The Bachelor and the Bobby-Soxer,0.0
['malpaso productions'],Breezy,0.0
,The City of No Limits,0.0
"['the rank organisation', 'reteitalia', 'sovereign pictures', 'erre produzioni']",The Comfort of Strangers,1244381.0
,Dancing in September,0.0
['warner bros.'],Destination Tokyo,0.0
"['the rank organisation', 'pvm entertainment', 'savoy pictures', 'rastar/leider-shapiro']",Dr. Jekyll and Ms. Hyde,0.0
"['propaganda films', 'polygram filmed entertainment']",Dream Lover,0.0
,Fausto 5.0,0.0
"['zenith entertainment', 'working title films']",For Queen & Country,0.0
['paramount pictures'],Funny About Love,0.0
,The Greatest,0.0
,Grief,0.0
,Hometown Legend,0.0
,How I Got Into College,0.0
"['miramax films', 'les films ariane', 'australian film finance corporation (affc)', 'working title films', 'polygram filmed entertainment', 'map films', 'sunrise pictures company', 'vincent ward films']",Map of the Human Heart,0.0
['rko radio pictures'],Mr. Blandings Builds His Dream House,0.0
['rko radio pictures'],My Favorite Wife,0.0
['columbia pictures'],The New Adventures of Pippi Longstocking,3569939.0
['warner bros.'],Night and Day,0.0
['universal international pictures (ui)'],No Name on the Bullet,0.0
['paramount pictures'],The Plainsman,0.0
['shapiro-glickenhaus entertainment'],Slaughter of the Innocents,0.0
['twentieth century fox film corporation'],The Snake Pit,0.0
"['universal pictures', 'charles k. feldman group', 'frank lloyd productions']",The Spoilers,0.0
"['jvc entertainment', 'twentieth century fox film corporation', 'largo entertainment']",The Super,11000863.0
['de laurentiis entertainment group'],Tai-Pan,0.0
['twentieth century fox film corporation'],Two of a Kind,23646952.0
"['televisión española (tve)', 'canal+ españa', 'sociedad general de cine (sogecine) s.a.']",Warriors,0.0
"['titanus', 's.g.c.', 'société nouvelle pathé cinéma', 'the criterion collection']",The Leopard,0.0
"['paramount pictures', 'willow tree']","Goodbye, Columbus",0.0
"['paramount pictures', 'panpiper productions']",The President's Analyst,0.0
"['paramount pictures', 'long road productions']",The Day of the Locust,0.0
"['world film services', 'tigon pictures']",The Creeping Flesh,0.0
"['gaumont', 'bioskop film', 's.f.p.c.']",Swann in Love,0.0
"['argyll film partners', 'gummshoe productions', 'integrity partners', 'pray for rain pictures']",To End All Wars,0.0
"['united artists', 'romulus films']",Moulin Rouge,0.0
"['british screen', 'sacis', 'film four international', 'hemdale group', 'mondial', 'callender company', 'tangram film']",The Belly of an Architect,0.0
['pathé distribution'],The Nest,0.0
['artists alliance'],Love Happy,0.0
['albert zugsmith productions'],High School Confidential!,0.0
['robson street'],Out of the Blue,0.0
"['arts council of england', 'focus films', 'national lottery', 'starhaus filmproduktion', 'media programme of the european community']",Crimetime,0.0
"['rome paris films', 'euro international film (eia)']",A Woman Is a Woman,100655.0
['arco film'],Mamma Roma,0.0
['toho company'],The Lower Depths,0.0
"['miramax films', 'majestic films international']",Ruby Cairo,0.0
,Night Patrol,0.0
"['compact yellowbill', 'tambarle']",Biggles,112132.0
['paramount pictures'],Fancy Pants,0.0
"['paramount pictures', 'world enterprises']",The World of Suzie Wong,0.0
"['hecht co.', 'red hen productions']",King of the Ants,0.0
,Uncle Sam,0.0
"['les films concordia', 'compagnia cinematografica champion']","Yesterday, Today and Tomorrow",0.0
"['canal+', 'centre national de la cinématographie (cnc)', 'fr3 films production', 'pierre grise productions', 'george reinhart productions']",La Belle Noiseuse,0.0
"['films a2', 'les films ariane', 'acteurs auteurs associés (aaa)']",La balance,0.0
['king brothers productions'],Gun Crazy,0.0
['rko radio pictures'],The Set-Up,0.0
,Unprecedented: The 2000 Presidential Election,0.0
['twentieth century-fox productions'],The Prime of Miss Jean Brodie,0.0
"['cappa productions', 'mediatrade']",My Voyage to Italy,0.0
['walt disney productions'],The North Avenue Irregulars,0.0
,Lovers and Other Strangers,0.0
['american broadcasting company (abc)'],Kotch,0.0
['walt disney productions'],Greyfriars Bobby: The True Story of a Dog,0.0
['tristar pictures'],Side Out,0.0
['walt disney pictures'],The Three Lives of Thomasina,0.0
,"No Deposit, No Return",0.0
,"The One and Only, Genuine, Original Family Band",0.0
,Under the Lighthouse Dancing,0.0
['paramount pictures'],This Gun for Hire,0.0
['universal pictures'],Black Angel,0.0
['paramount pictures'],The Big Clock,0.0
['universal studios'],Criss Cross,0.0
['sascha-verleih'],The Fifth Musketeer,0.0
"['coronet film', 'leisure investment company']",Evilspeak,0.0
['universal pictures'],Terror by Night,0.0
"['paramount pictures', 'salem films limited']",The Spy Who Came in from the Cold,0.0
['universal pictures'],Sherlock Holmes and the Secret Weapon,0.0
['universal pictures'],The Woman in Green,0.0
"['paramount pictures', 'perlsea company']",The Counterfeit Traitor,0.0
"['gaumont', 'ciné valse', 'canal+', 'france 3 cinema']","One, Two, Three, Sun",0.0
,Roadkill,0.0
['universal studios'],Dressed to Kill,0.0
,Bon voyage,0.0
['paramount pictures'],The Assassination Bureau,0.0
"['paramount pictures', 'scott rudin productions', 'clinica estetico']",The Manchurian Candidate,96105964.0
"['studio canal', 'working title films', 'tracy films']",Thunderbirds,28283637.0
"['scott rudin productions', 'touchstone pictures', 'blinding edge pictures']",The Village,256697520.0
"['fox searchlight pictures', 'double feature films', 'jersey films', 'camelot pictures', ""large's ark productions""]",Garden State,26781723.0
['shôchiku eiga'],Early Summer,0.0
['ciné-alliance'],Port of Shadows,0.0
"['century 21 television', 'associated television (overseas) limited']",Thunderbirds are GO,0.0
"['century 21 television', 'associated television international']",Thunderbird 6,0.0
"['filmways pictures', 'avala film']",Castle Keep,0.0
"['northcroft films', 'exterminating angel productions']",Revengers Tragedy,0.0
,Beyond Hypothermia,0.0
"['delux productions', 'four horsemen films', 'random harvest pictures']",Octane,0.0
['milky way image company'],PTU,0.0
"['mosfilm', 'inter allianz film']",Unfinished Piece for Mechanical Piano,0.0
['filmfour'],The Warrior,0.0
"['united artists', 'melvin frank production']",A Funny Thing Happened on the Way to the Forum,0.0
,Salesman,0.0
"['paramount pictures', 'dreamworks skg', 'parkes/macdonald productions', 'edge city']",Collateral,217764291.0
"['revolution studios', 'blue star pictures']",Little Black Book,22034832.0
['bbc films'],Code 46,0.0
,In the Soup,256249.0
['columbia pictures corporation'],They Came to Cordura,0.0
"['omega micott inc.', 'filmmakers']",Blue Spring,0.0
"['films a2', 'mk2 productions', 'films du camélia', 'sofinergie films']",Story of Women,0.0
['fun and happiness'],Attack the Gas Station!,0.0
"['films a2', 'mk2 productions']",Masques,0.0
['new line cinema'],Harold & Kumar Go to White Castle,23936908.0
['walt disney pictures'],The Princess Diaries 2: Royal Engagement,95149435.0
,Danny Deckchair,0.0
"['impact pictures', 'studio babelsberg', 'twentieth century fox film corporation', 'davis entertainment', 'stillking films', 'brandywine productions', 'lonlink productions', 'kut productions', 'inside track films', 'charenton productions limited', 'revolution sun studios']",AVP: Alien vs. Predator,171183863.0
"['toho company', 'shueisha', 'tv tokyo', '4 kids entertainment', 'konami digital entertainment', 'studio gallop', 'konami', ""kids' wb"", 'nihon ad systems (nas)']",Yu-Gi-Oh! The Movie,29170410.0
"['lumen films', 'alta films', 'amka films productions']",Novo,0.0
"['front street productions', 'renaissance films', 'warner bros.']",We Don't Live Here Anymore,2037545.0
"['paramount pictures', 'de line pictures']",Without a Paddle,69631118.0
"['morgan creek productions', 'dominion productions']",Exorcist: The Beginning,78000586.0
['metro-goldwyn-mayer (mgm)'],Speedway,0.0
['metro-goldwyn-mayer (mgm)'],The Trouble with Girls,0.0
"['metro-goldwyn-mayer (mgm)', 'ted richmond productions']",It Happened at the World's Fair,0.0
['metro-goldwyn-mayer (mgm)'],Double Trouble,1600000.0
"['euterpe', 'metro-goldwyn-mayer (mgm)']",Spinout,0.0
['four-leaf productions'],Harum Scarum,0.0
['walt disney productions'],The Spaceman and King Arthur,0.0
['universal pictures'],The Sting II,6347072.0
"['ross hunter productions inc.', 'universal international pictures (ui)']",If a Man Answers,0.0
"['daiei studios', 'prism entertainment']",Cheerleader Camp,0.0
"['bbc films', 'procirep', 'haut et court', 'media programme of the european union', 'la sept-arte', 'centre national de la cinématographie (cnc)']",Human Resources,0.0
,Bill Cosby: Himself,0.0
['warner bros.'],Dead Ringer,0.0
,Benji: Off the Leash!,0.0
"['screen gems', 'middle fork productions']",Anacondas: The Hunt for the Blood Orchid,70992898.0
"['paramount pictures', 'cruise/wagner productions', 'lakeshore entertainment', 'intermedia films']",Suspect Zero,13000000.0
"['china film co-production corporation', 'columbia pictures film production asia', 'huayi brothers', ""xi'an film studio"", 'taihe film investment co. ltd.']",Warriors of Heaven and Earth,0.0
"['alliance films', 'focus features']",Vanity Fair,16123851.0
['cookout productions'],The Cookout,12.0
"['icon productions', 'twentieth century fox film corporation', 'icon entertainment international']",Paparazzi,16605763.0
"['lakeshore entertainment', 'metro-goldwyn-mayer (mgm)', ""mel's cite du cinema""]",Wicker Park,13001257.0
,Triggermen,0.0
['warner bros.'],Alice Doesn't Live Here Anymore,0.0
"['new line cinema', 'allied film production']",The Mangler,0.0
['trimod films'],Who's That Knocking at My Door,0.0
,Seeing Other People,0.0
,Past Midnight,0.0
"['trimark pictures', 'crystal sky worldwide', 'prism entertainment corporation']",A Million to Juan,1221832.0
"['zespól filmowy ""tor""', 'film polski']",Camera Buff,0.0
['p.p. film polski'],No End,0.0
"['new line cinema', 'cornice entertainment', 'millennium films']",Highwaymen,371396.0
"['warner bros.', 'paisley park films']",Graffiti Bridge,0.0
"['cité films', 'peg-films']",I Vitelloni,0.0
['warner bros.'],Under the Cherry Moon,10090429.0
['ivan tors productions'],Flipper,0.0
"['united artists', 'david v. picker productions', 'twin roads productions']",Smile,0.0
"['columbia pictures', 'keep films', 'columbia british productions']",Lord Jim,0.0
,A Small Circle of Friends,0.0
"['republic pictures', 'meridian productions', 'paragon arts international']",Night of the Demons,3109904.0
,Witchboard,0.0
"['united artists', 'compass international pictures']",Roller Boogie,0.0
['columbia pictures corporation'],Lilith,0.0
['cannon films'],The Apple,0.0
"['crystal sky worldwide', 'triumph films']",Superbabies: Baby Geniuses 2,9109322.0
['new line cinema'],Cellular,56422687.0
"['impact pictures', 'constantin film ltd.']",Resident Evil: Apocalypse,129394835.0
"['2929 productions', 'warner bros.', 'criminal films inc.']",Criminal,0.0
"['salty features', 'straw stories', 'granny was an outlaw productions']",Evergreen,0.0
['touchstone pictures'],Mr. 3000,21800302.0
"['paramount pictures', 'natural nylon entertainment', 'riff raff film productions', 'filmauro', 'blue flower productions', 'brooklyn films ii']",Sky Captain and the World of Tomorrow,57958696.0
['universal pictures'],Wimbledon,41512007.0
"['canal plus', 'cb films', 'centre national de la cinématographie', 'flach films', 'tla releasing']",Anatomy of Hell,0.0
"['spice factory', 'movision', 'remstar productions', 'dakota films']",Head in the Clouds,0.0
"['regency enterprises', 'epsilon motion pictures', 'davis entertainment', 'spirit dance entertainment', 'new regency pictures']",First Daughter,0.0
"['revolution studios', 'jinks/cohen company', 'visual arts entertainment']",The Forgotten,117575636.0
"['touchstone pictures', 'mandeville films', 'morra, brezner, steinberg and tenenbaum entertainment (mbst)', 'burro productions']",The Last Shot,0.0
"['fine line features', 'killer films', 'john wells productions', 'this is that productions']",A Dirty Shame,1914166.0
"['senator film produktion', 'wildwood enterprises', 'sound for film', 'inca films s.a.', 'filmfour', 'bd cine', 'tu vas voir productions', 'sahara films']",The Motorcycle Diaries,16756372.0
"['universal pictures', 'big talk productions', 'studiocanal', 'film4', 'working title films', 'wt2 productions', 'de wolfe music', 'inside track 2']",Shaun of the Dead,30039392.0
['paramount pictures'],"Come Back, Little Sheba",0.0
,The Black Orchid,0.0
['paramount pictures'],Second Chorus,0.0
['troma entertainment'],Class of Nuke 'Em High 2: Subhumanoid Meltdown,0.0
"['paramount pictures', 'emi films ltd.', 'g.w. films']",Murder on the Orient Express,27634716.0
['universal pictures'],Mask,42400000.0
['twentieth century fox film corporation'],Alexander's Ragtime Band,4000000.0
['twentieth century fox film corporation'],The Boston Strangler,0.0
['walt disney productions'],The Last Flight of Noah's Ark,11000000.0
['twentieth century fox film corporation'],The Man with One Red Shoe,0.0
['universal pictures'],The Sentinel,3.0
"['universal pictures', 'zanuck/brown productions']",Sssssss,0.0
['paramount pictures'],Whispers in the Dark,0.0
,Stealing Time,0.0
['universal pictures'],The Legacy,0.0
['associated producers (api)'],The Alligator People,0.0
"['twentieth century fox film corporation', 'great movie ventures']",Hear No Evil,0.0
['shapiro-glickenhaus entertainment'],Basket Case 3,0.0
['shapiro-glickenhaus entertainment'],Basket Case 2,0.0
['dino de laurentiis cinematografica'],Orca: The Killer Whale,14717854.0
,AKA,0.0
['paramount pictures'],I Married a Monster from Outer Space,0.0
,The Trojan Women,0.0
"['producciones tepeyac', 'oscar dancigers production']",Robinson Crusoe,0.0
"['columbia pictures corporation', 'a-team']",Hardcore,0.0
"['columbia pictures', 'johanna']",Watermelon Man,0.0
['tristar pictures'],Flashpoint,0.0
"['paramount pictures', 'william castle productions']",Bug,0.0
['the filmgroup'],The Terror,0.0
['american independent productions'],Jack O,0.0
"['paramount pictures', 'gaumont', 'france 3 cinéma', 'abc pictures', 'légende entreprises', 'due west', 'cyrkfilms', 'ministère de la culture', 'spanish ministry of culture']",1492: Conquest of Paradise,7191399.0
['f.d. cinematografica'],Cannibal Holocaust,0.0
"['dreamworks skg', 'pacific data images (pdi)', 'dreamworks animation']",Shark Tale,367275019.0
"['casey silver productions', 'beacon communications', 'touchstone pictures', 'beacon pictures', 'fantail films inc.']",Ladder 49,74541707.0
,Black Cloud,0.0
"['fox searchlight pictures', 'scott rudin productions', 'qwerty films', 'n1 european film produktions gmbh & co. kg', 'kanzeon', ""huckabee's""]",I Heart Huckabees,0.0
"['new line cinema', 'filmengine', 'brookwell-mcnamara entertainment', 'chickflick productions']",Raise Your Voice,14867514.0
"['twentieth century fox film corporation', 'robert simonds productions', 'europacorp']",Taxi,36609966.0
['warner independent pictures (wip)'],Around the Bend,0.0
['thinkfilm'],Primer,424760.0
,Stage Beauty,776691.0
['miramax films'],Shall We Dance?,170128460.0
"['paramount pictures', 'scott rudin productions']",Team America: World Police,50907422.0
"['myriad pictures', 'artisan entertainment', 'eulogy productions llc', 'ovation entertainment']",Eulogy,0.0
,P.S.,0.0
['paramount pictures'],The Country Girl,0.0
['paramount pictures'],The Rose Tattoo,0.0
"['det danske filminstitut', 'elementfilm a/s']",Epidemic,0.0
"['renn productions', 'société française de production (sfp)', 'timothy burrill productions']",Tess,0.0
['universal pictures'],I Wanna Hold Your Hand,0.0
"['licht/mueller film corporation', 'showtime networks']",Spinning Boris,0.0
"['sandy howard productions', 'richard st. johns productions']",Circle of Iron,0.0
"['new world pictures', 'harbor productions', 'shaw brothers', 'cross country']",Cannonball,1500000.0
"['filmways pictures', 'cadre films', 'metro-goldwyn-mayer (mgm)']",The Fearless Vampire Killers,0.0
"['paramount pictures', 'ccc filmkunst gmbh', 'tigon british film productions', 'chilton films']",Black Beauty,0.0
,The Five Obstructions,0.0
,Born Rich,0.0
"['warner bros.', 'larco productions']",It's Alive,0.0
"['corporation image m & m', 'societe radio cinema']",The Decline of the American Empire,0.0
['paramount pictures'],Bébé's Kids,0.0
['paramount pictures'],All I Want For Christmas,14812000.0
"['hachette première', 'films a2', 'little bear', 'centre national de la cinématographie (cnc)', 'sofinergie 1', 'ab films', 'investimage']",Life and Nothing But,0.0
"['universal studios', 'imagine entertainment', 'friday night lights llc', 'mdbf filmgesellschaft mbh & company kg']",Friday Night Lights,61255921.0
,Tarnation,1162014.0
['lions gate films'],The Final Cut,548039.0
,Hair Show,0.0
"['motion picture corporation of america (mpca)', 'riding the bullet production']",Riding the Bullet,0.0
['spin prods. llc'],Spin,0.0
['serendipity point films'],Being Julia,0.0
,The Dust Factory,0.0
,Thérèse: The Story of Saint Thérèse of Lisieux,0.0
"['dreamworks skg', 'liveplanet', 'tall trees productions']",Surviving Christmas,14793624.0
"['ghost house pictures', 'vertigo entertainment', 'senator international', 'colombia pictures', 'fellah pictures']",The Grudge,183474602.0
"['paramount pictures', 'patalex productions']",Alfie,13395939.0
"['fox searchlight pictures', 'michael london productions', 'sideways productions inc.']",Sideways,109502303.0
"['filmax entertainment', 'castelao producciones', 'canal+ españa', 'instituto de la cinematografía y de las artes audiovisuales (icaa)', 'icf']",The Machinist,8203235.0
"['ingenious film partners', 'les films alain sarde', 'uk film council', 'inside track 1', 'thin man films', 'national lottery through uk film council', 'inside track productions', 'film council premiere fund', 'untitled 03']",Vera Drake,0.0
['minds eye entertainment'],Falling Angels,0.0
"['columbia tristar', 'absolutely productions', 'stella street ltd.']",Stella Street,0.0
,Lightning in a Bottle,0.0
,Undertow,143597.0
,Enduring Love,0.0
"['lions gate films', 'twisted pictures', 'evolution entertainment', 'saw productions inc.']",Saw,103911669.0
"['universal pictures', 'bristol bay productions', 'baldwin entertainment group', 'anvil films']",Ray,124731534.0
"['fine line features', 'new line cinema', 'lou yi inc.', 'academy films', 'march entertainment']",Birth,0.0
,Voices of Iraq,0.0
"['walt disney pictures', 'pixar animation studios']",The Incredibles,631442092.0
,Fade to Black,0.0
['nimbus film productions'],It's All About Love,0.0
"['alquimia cinema', 'medusa film', 'cattleya']",Callas Forever,0.0
"['golden mean', 'playtone', 'imagemovers']",The Polar Express,305875730.0
"['fox searchlight pictures', 'american zoetrope', 'myriad pictures', 'qwerty films', 'n1 european film produktions gmbh & co. kg', 'pretty pictures']",Kinsey,0.0
['rogue pictures'],Seed of Chucky,24829644.0
"['new line cinema', 'contrafilm', 'firm films']",After the Sunset,61347797.0
"['miramax films', 'universal pictures', 'studio canal', 'working title films', 'atlantic television', 'little bird']",Bridget Jones: The Edge of Reason,40203020.0
"['miramax films', 'film colony']",Finding Neverland,116766556.0
['yash raj films'],Veer-Zaara,29385320.0
"['walt disney pictures', 'jerry bruckheimer films', 'saturn films', 'junction entertainment']",National Treasure,347451894.0
"['televisión española tve', 'canal+ españa', 'el deseo s.a.']",Bad Education,40266982.0
"['paramount pictures', 'nickelodeon movies', 'united plankton pictures']",The SpongeBob SquarePants Movie,140161792.0
,Fabled,0.0
['warner bros.'],San Antonio,0.0
"['france 3 cinéma', 'intermedia films', 'pathé renn productions', 'egmond film & television', 'warner bros.', 'pacifica film', 'imf internationale medien und film gmbh & co. 3. produktions kg', 'wr universal group']",Alexander,167298192.0
"['columbia pictures', '1492 pictures', 'revolution studios']",Christmas with the Kranks,0.0
['robert stone productions'],Guerrilla: The Taking of Patty Hearst,0.0
"['avventura films', 'p%c3%a9riph%c3%a9ria', 'télévision suisse romande']",Our Music,0.0
['columbia pictures'],Closer,115505027.0
,I Am David,0.0
['beijing new picture film co. ltd.'],House of Flying Daggers,92863945.0
"['village roadshow pictures', 'section eight', 'jerry weintraub productions', 'warner bros.', 'wv films iii']",Ocean's Twelve,362744280.0
"['new line cinema', 'amen ra films', 'shawn danielle productions ltd.', 'imaginary forces', 'marvel enterprises', 'peter frankfurt productions']",Blade: Trinity,128905366.0
"['paramount pictures', 'jerry lewis productions']",The Bellboy,10000000.0
,Bush's Brain,0.0
"['paramount pictures', 'jerry lewis productions']",Cinderfella,7100000.0
['warner bros.'],Damn Yankees!,0.0
"['paramount pictures', 'york pictures corporation']",The Delicate Delinquent,0.0
"['paramount pictures', 'jerry lewis productions']",The Disorderly Orderly,0.0
"['paramount pictures', 'jerry lewis productions']",The Errand Boy,0.0
['paramount pictures'],The Family Jewels,0.0
['paramount pictures'],The Ladies Man,0.0
"['paramount pictures', 'patti enterprises']",The Patsy,0.0
"['overseas filmgroup', 'cinerenta medienbeteiligungs kg', 'seven hills pictures', 'cinealpha kg']",Stateside,174318.0
['paramount pictures'],The Stooge,0.0
['metro-goldwyn-mayer (mgm)'],That's Entertainment!,0.0
['metro-goldwyn-mayer (mgm)'],"That's Entertainment, Part II",0.0
"['metro-goldwyn-mayer (mgm)', 'turner entertainment']",That's Entertainment! III,0.0
['columbia pictures corporation'],The Wackiest Ship in the Army,0.0
"['c.b. films s.a.', 'rossen films']",Alexander the Great,0.0
['paramount pictures'],Conquest of Space,0.0
"['paramount pictures', 'world film services']",D.A.R.Y.L.,7840873.0
['paramount pictures'],Fire in the Sky,19724334.0
['selznick international pictures'],The Garden of Allah,0.0
"['united artists', 'vanguard films', 'selznick international pictures', 'dore schary productions']",I'll Be Seeing You,0.0
['universal pictures'],The Invisible Man Returns,0.0
,The Last Minute,0.0
"['nord ouest production', 'studiocanal']",Love Me If You Dare,0.0
"['vanguard films', 'selznick international pictures']",Portrait of Jennie,0.0
['bernhard-vidor productions inc.'],Ruby Gentry,0.0
['sandcastle 5 productions'],Secret Honor,0.0
"['vanguard films', 'selznick international pictures']",Since You Went Away,0.0
,A Slipping Down Life,0.0
['aquifilm'],Splatter University,0.0
['victorious films'],Twist,0.0
,Control Room,2586511.0
,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,0.0
['jesse l. lasky feature play company'],The Cheat,137365.0
['famous players-lasky corporation'],Dr. Jekyll and Mr. Hyde,0.0
['projektions a-g union (pagu)'],The Golem: How He Came Into the World,0.0
['maurice tourneur productions'],The Last of the Mohicans,0.0
,The Idle Class,0.0
['svensk filmindustri (sf)'],The Phantom Carriage,0.0
['decla-bioscop ag'],Destiny,0.0
['paramount pictures'],The Sheik,0.0
"['svensk filmindustri (sf)', 'aljosha production company']",Häxan,0.0
,The Man from Beyond,0.0
['universal pictures'],The Hunchback of Notre Dame,0.0
['hal roach studios'],Why Worry?,0.0
['metro-goldwyn-mayer (mgm)'],He Who Gets Slapped,0.0
['warner bros.'],The Marriage Circle,0.0
['metro pictures'],"Sherlock, Jr.",0.0
['metro-goldwyn-mayer (mgm)'],The Big Parade,22000000.0
['hal roach studios'],The Freshman,0.0
['metro-goldwyn-mayer (mgm)'],Greed,0.0
['universal pictures'],The Phantom of the Opera,0.0
['warner bros.'],The Jazz Singer,0.0
['sovkino'],October (Ten Days that Shook the World),0.0
"['warner bros.', 'the vitaphone corporation']",Old San Francisco,0.0
['metro-goldwyn-mayer (mgm)'],The Unknown,0.0
['nero films'],Pandora's Box,0.0
['metro-goldwyn-mayer (mgm)'],The Cameraman,0.0
['films jean epstein'],The Fall of the House of Usher,0.0
['metro-goldwyn-mayer (mgm)'],The Crowd,0.0
['universal pictures'],The Man Who Laughs,0.0
['gloria swanson pictures'],Sadie Thompson,0.0
['buster keaton productions'],"Steamboat Bill, Jr.",0.0
['paramount pictures'],Applause,0.0
['luis buñuel'],Un chien andalou,0.0
['first national pictures'],Little Caesar,0.0
['vicomte de noailles'],L'Âge d'Or,7940.0
['metro-goldwyn-mayer (mgm)'],The Champ,0.0
['paramount pictures'],Monkey Business,0.0
"['warner bros.', 'the vitaphone corporation']",Night Nurse,0.0
['les établissements jacques haïk'],Boudu Saved from Drowning,0.0
['first national pictures'],Doctor X,0.0
['ramón acín'],Land Without Bread,0.0
['universal pictures'],The Old Dark House,0.0
['metro-goldwyn-mayer (mgm)'],Rasputin and the Empress,0.0
"['united artists', 'the caddo company']",Scarface,600000.0
['paramount pictures'],Shanghai Express,0.0
['shôchiku eiga'],"I Was Born, But...",0.0
['tobis filmkunst'],Vampyr,0.0
['rko pathé pictures'],What Price Hollywood?,0.0
['metro-goldwyn-mayer (mgm)'],Dinner at Eight,0.0
['gaumont british picture corporation'],The Ghoul,0.0
['warner bros.'],Gold Diggers of 1933,0.0
['paramount pictures'],Island of Lost Souls,0.0
['columbia pictures corporation'],Lady for a Day,0.0
['paramount pictures'],She Done Him Wrong,2200000.0
['rko radio pictures'],The Son of Kong,0.0
"['larry darmour productions', 'majestic pictures']",The Vampire Bat,0.0
"['first national pictures', 'warner bros.']",Wild Boys of the Road,0.0
['jean-louis nounez'],L'Atalante,0.0
['metro-goldwyn-mayer (mgm)'],The Barretts of Wimpole Street,0.0
['universal pictures'],The Black Cat,0.0
['universal pictures'],Imitation of Life,0.0
"['lone star production', 'monogram pictures']",The Lawless Frontier,0.0
['rko radio pictures'],The Lost Patrol,0.0
['metro-goldwyn-mayer (mgm)'],The Merry Widow,0.0
['london film productions'],The Scarlet Pimpernel,0.0
,Toni,0.0
['hal roach studios'],Bonnie Scotland,0.0
['rko radio pictures'],The Informer,950000.0
['metro-goldwyn-mayer (mgm)'],Mark of the Vampire,0.0
['universal pictures'],The Raven,0.0
['universal pictures'],Werewolf of London,0.0
,The Crime of Monsieur Lange,0.0
['metro-goldwyn-mayer (mgm)'],Fury,0.0
['metro-goldwyn-mayer (mgm)'],Libeled Lady,0.0
['columbia pictures'],Mr. Deeds Goes to Town,0.0
['warner bros.'],The Petrified Forest,0.0
"['edward halperin productions', 'victor halperin productions']",Revolt of the Zombies,0.0
['universal pictures'],Show Boat,0.0
"['samuel goldwyn company, the']",These Three,0.0
['metro-goldwyn-mayer'],Wife vs. Secretary,0.0
['metro-goldwyn-mayer (mgm)'],Camille,0.0
['metro-goldwyn-mayer (mgm)'],Captains Courageous,0.0
"['samuel goldwyn company, the']",Dead End,0.0
['metro-goldwyn-mayer (mgm)'],Double Wedding,0.0
['selznick international pictures'],Nothing Sacred,0.0
"['united artists', 'selznick international pictures']",The Prisoner of Zenda,0.0
['rko radio pictures'],Stage Door,0.0
['hal roach studios'],Topper,0.0
,The Big Broadcast of 1938,0.0
['warner bros.'],The Dawn Patrol,0.0
['columbia pictures corporation'],Holiday,0.0
['metro-goldwyn-mayer (mgm)'],The Shopworn Angel,0.0
['british national films'],Gaslight,0.0
['selznick international pictures'],Intermezzo: A Love Story,0.0
['warner bros.'],The Roaring Twenties,0.0
"['samuel goldwyn company, the']",Wuthering Heights,0.0
['shôchiku eiga'],The Story of the Last Chrysanthemum,0.0
['rko pictures'],Abe Lincoln in Illinois,0.0
['metro-goldwyn-mayer (mgm)'],Boom Town,9172000.0
"['warner bros.', 'the vitaphone corporation']",Brother Orchid,0.0
['metro-goldwyn-mayer'],"Edison, the Man",0.0
['warner bros.'],The Letter,0.0
['warner bros.'],The Sea Hawk,0.0
"['samuel goldwyn company, the']",Ball of Fire,0.0
"['ima productions', 'shôchiku eiga']",The 47 Ronin,0.0
['columbia pictures'],Here Comes Mr. Jordan,0.0
